$GPGGA,090000.00,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7E
$GPGGA,090000.05,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7B
$GPGGA,090000.10,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7F
$GPGGA,090000.15,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7A
$GPGGA,090000.20,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7C
$GPGGA,090000.25,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*79
$GPGGA,090000.30,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7D
$GPGGA,090000.35,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*78
$GPGGA,090000.40,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7A
$GPGGA,090000.45,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7F
$GPGGA,090000.50,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7B
$GPGGA,090000.55,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7E
$GPGGA,090000.60,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*78
$GPGGA,090000.65,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7D
$GPGGA,090000.70,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*79
$GPGGA,090000.75,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7C
$GPGGA,090000.80,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*76
$GPGGA,090000.85,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*73
$GPGGA,090000.90,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*77
$GPGGA,090000.95,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*72
$GPGGA,090001.00,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7F
$GPGGA,090001.05,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7A
$GPGGA,090001.10,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7E
$GPGGA,090001.15,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7B
$GPGGA,090001.20,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7D
$GPGGA,090001.25,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*78
$GPGGA,090001.30,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7C
$GPGGA,090001.35,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*79
$GPGGA,090001.40,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7B
$GPGGA,090001.45,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7E
$GPGGA,090001.50,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7A
$GPGGA,090001.55,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7F
$GPGGA,090001.60,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*79
$GPGGA,090001.65,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7C
$GPGGA,090001.70,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*78
$GPGGA,090001.75,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7D
$GPGGA,090001.80,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*77
$GPGGA,090001.85,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*72
$GPGGA,090001.90,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*76
$GPGGA,090001.95,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*73
$GPGGA,090002.00,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*7C
$GPGGA,090002.05,3416.48590278,N,10856.86623887,E,1,05,2.87,160.00,M,-21.3213,M,,*79
